Dataset,Self-loops,1,2,3,4,5,6,1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,1_mean_str,2_mean_str,3_mean_str,4_mean_str,5_mean_str,6_mean_str,1_std,2_std,3_std,4_std,5_std,6_std,1_std_str,2_std_str,3_std_str,4_std_str,5_std_str,6_std_str,1_expected,2_expected,1_expected_str,2_expected_str,1_diff,1_diff_str,2_diff,2_diff_str
Planetoid: Cora,\emoji{check-mark},\num{0.2753171986954344}\pm \num{0.12774072320635851},\num{0.17374195727135344}\pm \num{0.11240366035757633},\num{0.09225183174779077}\pm \num{0.1062133935119413},\num{0.0689790135700717}\pm \num{0.10464343981486578},\num{0.05208076649496}\pm \num{0.10555605011913506},\num{0.04452721586628576}\pm \num{0.10585470369444965},0.2753171986954344,0.1737419572713534,0.0922518317477907,0.0689790135700717,0.05208076649496,0.0445272158662857,\num{0.2753171986954344},\num{0.17374195727135344},\num{0.09225183174779077},\num{0.0689790135700717},\num{0.05208076649496},\num{0.04452721586628576},0.1277407232063585,0.1124036603575763,0.1062133935119413,0.1046434398148657,0.105556050119135,0.1058547036944496,\num{0.12774072320635851},\num{0.11240366035757633},\num{0.1062133935119413},\num{0.10464343981486578},\num{0.10555605011913506},\num{0.10585470369444965},0.2041616360095942,0.0839683716417921,\num{0.20416163600959422},\num{0.08396837164179215},0.0711555626858402,\num{0.0711555626858402},0.0897735856295613,\num{0.0897735856295613}
Planetoid: Cora,\emoji{cross-mark},\num{0.0}\pm \num{0.0},\num{0.21260795}\pm \num{0.20733474},\num{0.016834421}\pm \num{0.031987876},\num{0.090490595}\pm \num{0.20378947},\num{0.014111678}\pm \num{0.03486005},\num{0.06501487}\pm \num{0.20579123},0.0,0.2126079499721527,0.0168344210833311,0.0904905945062637,0.0141116781160235,0.0650148689746856,\num{0.0},\num{0.21260795},\num{0.016834421},\num{0.090490595},\num{0.014111678},\num{0.06501487},0.0,0.2073347419500351,0.0319878756999969,0.203789472579956,0.0348600484430789,0.2057912349700927,\num{0.0},\num{0.20733474},\num{0.031987876},\num{0.20378947},\num{0.03486005},\num{0.20579123},0.0,0.0916653648018837,\num{0},\num{0.091665365},0.0,\num{0.0},0.120942585170269,\num{0.12094258517026901}
Planetoid: CiteSeer,\emoji{check-mark},\num{0.3500960933022648}\pm \num{0.14010157630742734},\num{0.27402875867598203}\pm \num{0.13570477884207083},\num{0.1995069101375161}\pm \num{0.1573648608020989},\num{0.17616824342669976}\pm \num{0.16411067660410725},\num{0.1566966724069442}\pm \num{0.1714132323630711},\num{0.1468470673841236}\pm \num{0.17531812203347774},0.3500960933022648,0.274028758675982,0.1995069101375161,0.1761682434266997,0.1566966724069442,0.1468470673841236,\num{0.3500960933022648},\num{0.27402875867598203},\num{0.1995069101375161},\num{0.17616824342669976},\num{0.1566966724069442},\num{0.1468470673841236},0.1401015763074273,0.1357047788420708,0.1573648608020989,0.1641106766041072,0.1714132323630711,0.1753181220334777,\num{0.14010157630742734},\num{0.13570477884207083},\num{0.1573648608020989},\num{0.16411067660410725},\num{0.1714132323630711},\num{0.17531812203347774},0.2647985224379017,0.1263672203170177,\num{0.2647985224379017},\num{0.12636722031701778},0.0852975708643631,\num{0.08529757086436313},0.1476615383589642,\num{0.14766153835896426}
Planetoid: CiteSeer,\emoji{cross-mark},\num{0.0}\pm \num{0.0},\num{0.3988276}\pm \num{0.31116065},\num{0.01707225}\pm \num{0.039937202},\num{0.28699535}\pm \num{0.35043353},\num{0.018945783}\pm \num{0.046357792},\num{0.25332323}\pm \num{0.3649816},0.0,0.3988276124000549,0.0170722492039203,0.2869953513145447,0.0189457833766937,0.2533232271671295,\num{0.0},\num{0.3988276},\num{0.01707225},\num{0.28699535},\num{0.018945783},\num{0.25332323},0.0,0.3111606538295746,0.0399372018873691,0.3504335284233093,0.0463577918708324,0.3649815917015075,\num{0.0},\num{0.31116065},\num{0.039937202},\num{0.35043353},\num{0.046357792},\num{0.3649816},0.0,0.1446456909179687,\num{0},\num{0.14464569},0.0,\num{0.0},0.2541819214820862,\num{0.2541819214820862}
Planetoid: PubMed,\emoji{check-mark},\num{0.33947667546004556}\pm \num{0.1687293370083133},\num{0.10440860540592067}\pm \num{0.06799267994146202},\num{0.03257595628999932}\pm \num{0.03748430825288423},\num{0.017871887051941957}\pm \num{0.024460339874375406},\num{0.007800962164918373}\pm \num{0.015177046633223163},\num{0.004298658171341355}\pm \num{0.010322730383143998},0.3394766754600455,0.1044086054059206,0.0325759562899993,0.0178718870519419,0.0078009621649183,0.0042986581713413,\num{0.33947667546004556},\num{0.10440860540592067},\num{0.03257595628999932},\num{0.017871887051941957},\num{0.007800962164918373},\num{0.004298658171341355},0.1687293370083133,0.067992679941462,0.0374843082528842,0.0244603398743754,0.0151770466332231,0.0103227303831439,\num{0.1687293370083133},\num{0.06799267994146202},\num{0.03748430825288423},\num{0.024460339874375406},\num{0.015177046633223163},\num{0.010322730383143998},0.1819498842051444,0.0562494478326703,\num{0.18194988420514444},\num{0.056249447832670364},0.1575267912549011,\num{0.15752679125490113},0.0481591575732503,\num{0.04815915757325031}
Planetoid: PubMed,\emoji{cross-mark},\num{0.0}\pm \num{0.0},\num{0.091916986}\pm \num{0.09430054},\num{0.0016883755}\pm \num{0.0058518667},\num{0.017526256}\pm \num{0.03066294},\num{0.0011702152}\pm \num{0.0044812323},\num{0.003668824}\pm \num{0.011281226},0.0,0.091916985809803,0.0016883754869922,0.0175262559205293,0.0011702151969075,0.0036688239779323,\num{0.0},\num{0.091916986},\num{0.0016883755},\num{0.017526256},\num{0.0011702152},\num{0.003668824},0.0,0.0943005383014679,0.0058518666774034,0.0306629408150911,0.0044812322594225,0.0112812258303165,\num{0.0},\num{0.09430054},\num{0.0058518667},\num{0.03066294},\num{0.0044812323},\num{0.011281226},0.0,0.0596020296216011,\num{0},\num{0.05960203},0.0,\num{0.0},0.0323149561882019,\num{0.032314956188201904}
CitationFull: DBLP,\emoji{check-mark},\num{0.27184352573053755}\pm \num{0.16523902873115354},\num{0.151854903788674}\pm \num{0.12828143723625166},\num{0.07621134537515015}\pm \num{0.12017481905731667},\num{0.057391816916176494}\pm \num{0.11733788167410086},\num{0.04583879114281874}\pm \num{0.11650962867139826},\num{0.0411157325457905}\pm \num{0.11623463144293872},0.2718435257305375,0.151854903788674,0.0762113453751501,0.0573918169161764,0.0458387911428187,0.0411157325457905,\num{0.27184352573053755},\num{0.151854903788674},\num{0.07621134537515015},\num{0.057391816916176494},\num{0.04583879114281874},\num{0.0411157325457905},0.1652390287311535,0.1282814372362516,0.1201748190573166,0.1173378816741008,0.1165096286713982,0.1162346314429387,\num{0.16523902873115354},\num{0.12828143723625166},\num{0.12017481905731667},\num{0.11733788167410086},\num{0.11650962867139826},\num{0.11623463144293872},0.1435074889809359,0.0462672135024708,\num{0.14350748898093596},\num{0.046267213502470865},0.1283360367496016,\num{0.1283360367496016},0.1055876902862031,\num{0.10558769028620313}
CitationFull: DBLP,\emoji{cross-mark},\num{0.0}\pm \num{0.0},\num{0.18573442}\pm \num{0.23463286},\num{0.004685337}\pm \num{0.012634584},\num{0.08913916}\pm \num{0.2331492},\num{0.0028468564}\pm \num{0.011611949},\num{0.07321671}\pm \num{0.23387109},0.0,0.1857344210147857,0.0046853371895849,0.0891391634941101,0.0028468563687056,0.0732167065143585,\num{0.0},\num{0.18573442},\num{0.004685337},\num{0.08913916},\num{0.0028468564},\num{0.07321671},0.0,0.2346328645944595,0.012634583748877,0.2331492006778717,0.0116119487211108,0.2338710874319076,\num{0.0},\num{0.23463286},\num{0.012634584},\num{0.2331492},\num{0.011611949},\num{0.23387109},0.0,0.0485117174685001,\num{0},\num{0.048511717},0.0,\num{0.0},0.1372227035462856,\num{0.13722270354628563}
Amazon: Computers,\emoji{check-mark},\num{0.0788756246598174}\pm \num{0.09644657409924859},\num{0.02235594292286273}\pm \num{0.0449194046445746},\num{0.0055792725663614436}\pm \num{0.03338061592652591},\num{0.003590332367882722}\pm \num{0.031680452865369656},\num{0.0028672075739127026}\pm \num{0.031396763785787055},\num{0.002664118570676193}\pm \num{0.03133034310020859},0.0788756246598174,0.0223559429228627,0.0055792725663614,0.0035903323678827,0.0028672075739127,0.0026641185706761,\num{0.0788756246598174},\num{0.02235594292286273},\num{0.0055792725663614436},\num{0.003590332367882722},\num{0.0028672075739127026},\num{0.002664118570676193},0.0964465740992485,0.0449194046445746,0.0333806159265259,0.0316804528653696,0.031396763785787,0.0313303431002085,\num{0.09644657409924859},\num{0.0449194046445746},\num{0.03338061592652591},\num{0.031680452865369656},\num{0.031396763785787055},\num{0.03133034310020859},0.0266650554358999,0.0057144816062733,\num{0.026665055435899972},\num{0.00571448160627339},0.0522105692239174,\num{0.052210569223917425},0.0166414613165893,\num{0.01664146131658934}
Amazon: Computers,\emoji{cross-mark},\num{0.0}\pm \num{0.0},\num{0.023424393}\pm \num{0.06764839},\num{0.0023119026}\pm \num{0.012156788},\num{0.005118413}\pm \num{0.057773616},\num{0.001149661}\pm \num{0.013951696},\num{0.00424888}\pm \num{0.057262883},0.0,0.0234243925660848,0.0023119025863707,0.0051184128969907,0.001149661024101,0.0042488798499107,\num{0.0},\num{0.023424393},\num{0.0023119026},\num{0.005118413},\num{0.001149661},\num{0.00424888},0.0,0.0676483884453773,0.0121567882597446,0.0577736161649227,0.0139516964554786,0.0572628825902938,\num{0.0},\num{0.06764839},\num{0.012156788},\num{0.057773616},\num{0.013951696},\num{0.057262883},0.0,0.0057473247870802,\num{0},\num{0.005747325},0.0,\num{0.0},0.0176770677790045,\num{0.017677067779004574}
Amazon: Photo,\emoji{check-mark},\num{0.08064094300922788}\pm \num{0.09587741911789843},\num{0.026096422129453397}\pm \num{0.04479338671110393},\num{0.007877852626339927}\pm \num{0.035428929847985756},\num{0.005579726484124402}\pm \num{0.034426237878067374},\num{0.00433256644345404}\pm \num{0.03427540126935759},\num{0.003908582467268483}\pm \num{0.03426770614980634},0.0806409430092278,0.0260964221294533,0.0078778526263399,0.0055797264841244,0.004332566443454,0.0039085824672684,\num{0.08064094300922788},\num{0.026096422129453397},\num{0.007877852626339927},\num{0.005579726484124402},\num{0.00433256644345404},\num{0.003908582467268483},0.0958774191178984,0.0447933867111039,0.0354289298479857,0.0344262378780673,0.0342754012693575,0.0342677061498063,\num{0.09587741911789843},\num{0.04479338671110393},\num{0.035428929847985756},\num{0.034426237878067374},\num{0.03427540126935759},\num{0.03426770614980634},0.0306678556606535,0.0096228975604277,\num{0.03066785566065355},\num{0.009622897560427756},0.0499730873485743,\num{0.04997308734857432},0.0164735245690256,\num{0.016473524569025642}
Amazon: Photo,\emoji{cross-mark},\num{0.0}\pm \num{0.0},\num{0.027591048}\pm \num{0.072085425},\num{0.004052574}\pm \num{0.012209515},\num{0.0074484884}\pm \num{0.06463354},\num{0.0021775414}\pm \num{0.013166139},\num{0.005875926}\pm \num{0.064426355},0.0,0.0275910478085279,0.0040525738149881,0.0074484883807599,0.0021775413770228,0.0058759259991347,\num{0.0},\num{0.027591048},\num{0.004052574},\num{0.0074484884},\num{0.0021775414},\num{0.005875926},0.0,0.0720854252576828,0.0122095150873065,0.0646335408091545,0.0131661389023065,0.0644263550639152,\num{0.0},\num{0.072085425},\num{0.012209515},\num{0.06463354},\num{0.013166139},\num{0.064426355},0.0,0.0097163971513509,\num{0},\num{0.009716397},0.0,\num{0.0},0.0178746506571769,\num{0.01787465065717697}
Coauthor: CS,\emoji{check-mark},\num{0.16983277704112135}\pm \num{0.11850693871667325},\num{0.09023774890279579}\pm \num{0.0636753946683909},\num{0.02979417715637343}\pm \num{0.036273544115593866},\num{0.014179928826730578}\pm \num{0.02239186248450821},\num{0.006286005247067954}\pm \num{0.014394905151632158},\num{0.0032727537934269632}\pm \num{0.009933304353176926},0.1698327770411213,0.0902377489027957,0.0297941771563734,0.0141799288267305,0.0062860052470679,0.0032727537934269,\num{0.16983277704112135},\num{0.09023774890279579},\num{0.02979417715637343},\num{0.014179928826730578},\num{0.006286005247067954},\num{0.0032727537934269632},0.1185069387166732,0.0636753946683909,0.0362735441155938,0.0223918624845082,0.0143949051516321,0.0099333043531769,\num{0.11850693871667325},\num{0.0636753946683909},\num{0.036273544115593866},\num{0.02239186248450821},\num{0.014394905151632158},\num{0.009933304353176926},0.1006638436113092,0.052037389272409,\num{0.10066384361130924},\num{0.05203738927240903},0.0691689334298121,\num{0.0691689334298121},0.0382003596303867,\num{0.03820035963038676}
Coauthor: CS,\emoji{cross-mark},\num{0.0}\pm \num{0.0},\num{0.09218002}\pm \num{0.07681128},\num{0.010777668}\pm \num{0.015071858},\num{0.011500124}\pm \num{0.02056862},\num{0.003369965}\pm \num{0.007986015},\num{0.0024154854}\pm \num{0.0081974175},0.0,0.0921800211071968,0.0107776680961251,0.0115001238882541,0.0033699648920446,0.0024154854472726,\num{0.0},\num{0.09218002},\num{0.010777668},\num{0.011500124},\num{0.003369965},\num{0.0024154854},0.0,0.0768112763762474,0.0150718577206134,0.0205686204135417,0.0079860147088766,0.0081974174827337,\num{0.0},\num{0.07681128},\num{0.015071858},\num{0.02056862},\num{0.007986015},\num{0.0081974175},0.0,0.0548939257860183,\num{0},\num{0.054893926},0.0,\num{0.0},0.0372860953211784,\num{0.037286095321178436}
Wikipedia: Chameleon,\emoji{check-mark},\num{0.11458248381172421}\pm \num{0.11820033344900575},\num{0.028410243790987885}\pm \num{0.04880239043570704},\num{0.009624134924088834}\pm \num{0.023728623088808624},\num{0.006285199527719737}\pm \num{0.013120278037002444},\num{0.0034339244364470956}\pm \num{0.007242661741342027},\num{0.002600158145198124}\pm \num{0.0043790194114214955},0.1145824838117242,0.0284102437909878,0.0096241349240888,0.0062851995277197,0.003433924436447,0.0026001581451981,\num{0.11458248381172421},\num{0.028410243790987885},\num{0.009624134924088834},\num{0.006285199527719737},\num{0.0034339244364470956},\num{0.002600158145198124},0.1182003334490057,0.048802390435707,0.0237286230888086,0.0131202780370024,0.007242661741342,0.0043790194114214,\num{0.11820033344900575},\num{0.04880239043570704},\num{0.023728623088808624},\num{0.013120278037002444},\num{0.007242661741342027},\num{0.0043790194114214955},0.035020531532058,0.0093802449841073,\num{0.03502053153205808},\num{0.009380244984107389},0.0795619522796661,\num{0.07956195227966614},0.0190299988068804,\num{0.019029998806880496}
Wikipedia: Chameleon,\emoji{cross-mark},\num{0.0}\pm \num{0.0},\num{0.028610826}\pm \num{0.05530472},\num{0.005133608}\pm \num{0.011901251},\num{0.00582118}\pm \num{0.011708718},\num{0.0028237368}\pm \num{0.005446237},\num{0.0024159953}\pm \num{0.0037408867},0.0,0.0286108255386352,0.0051336078904569,0.0058211800642311,0.002823736751452,0.0024159953463822,\num{0.0},\num{0.028610826},\num{0.005133608},\num{0.00582118},\num{0.0028237368},\num{0.0024159953},0.0,0.0553047209978103,0.011901251040399,0.0117087177932262,0.0054462370462715,0.0037408866919577,\num{0.0},\num{0.05530472},\num{0.011901251},\num{0.011708718},\num{0.005446237},\num{0.0037408867},0.0,0.0094690667465329,\num{0},\num{0.009469067},0.0,\num{0.0},0.0191417587921023,\num{0.019141758792102337}
Wikipedia: Squirrel,\emoji{check-mark},\num{0.09086328100425137}\pm \num{0.10702455420286726},\num{0.01951224452912546}\pm \num{0.036020446700296964},\num{0.003362435781398157}\pm \num{0.010472713155583872},\num{0.0011859082395043272}\pm \num{0.003914279371318472},\num{0.00034982773860633336}\pm \num{0.0012052570137964058},\num{0.00022891423674657307}\pm \num{0.0004633885535014273},0.0908632810042513,0.0195122445291254,0.0033624357813981,0.0011859082395043,0.0003498277386063,0.0002289142367465,\num{0.09086328100425137},\num{0.01951224452912546},\num{0.003362435781398157},\num{0.0011859082395043272},\num{0.00034982773860633336},\num{0.00022891423674657307},0.1070245542028672,0.0360204467002969,0.0104727131555838,0.0039142793713184,0.0012052570137964,0.0004633885535014,\num{0.10702455420286726},\num{0.036020446700296964},\num{0.010472713155583872},\num{0.003914279371318472},\num{0.0012052570137964058},\num{0.0004633885535014273},0.012940804546974,0.0023867849827599,\num{0.012940804546974098},\num{0.0023867849827599406},0.0779224764572772,\num{0.07792247645727726},0.0171254595463655,\num{0.017125459546365518}
Wikipedia: Squirrel,\emoji{cross-mark},\num{0.0}\pm \num{0.0},\num{0.018372118}\pm \num{0.035970498},\num{0.0012673845}\pm \num{0.0035898502},\num{0.0010557345}\pm \num{0.0036361383},\num{0.0002790361}\pm \num{0.0005995037},\num{0.00022479493}\pm \num{0.0004496307},0.0,0.0183721184730529,0.0012673845048993,0.0010557344648987,0.0002790360886137,0.0002247949305456,\num{0.0},\num{0.018372118},\num{0.0012673845},\num{0.0010557345},\num{0.0002790361},\num{0.00022479493},0.0,0.0359704978764057,0.0035898501519113,0.0036361382808536,0.0005995036917738,0.0004496306937653,\num{0.0},\num{0.035970498},\num{0.0035898502},\num{0.0036361383},\num{0.0005995037},\num{0.0004496307},0.0,0.0023924955166876,\num{0},\num{0.0023924955},0.0,\num{0.0},0.0159796229563653,\num{0.015979622956365347}
Actor,\emoji{check-mark},\num{0.24773061137507307}\pm \num{0.15880094679095672},\num{0.08084478235729907}\pm \num{0.08051209970640501},\num{0.01524848158220161}\pm \num{0.032462243812594986},\num{0.00455549036466544}\pm \num{0.012755459513039363},\num{0.0010027884722750013}\pm \num{0.0047439258524151935},\num{0.00042467841785893116}\pm \num{0.001938511526176594},0.247730611375073,0.080844782357299,0.0152484815822016,0.0045554903646654,0.001002788472275,0.0004246784178589,\num{0.24773061137507307},\num{0.08084478235729907},\num{0.01524848158220161},\num{0.00455549036466544},\num{0.0010027884722750013},\num{0.00042467841785893116},0.1588009467909567,0.080512099706405,0.0324622438125949,0.0127554595130393,0.0047439258524151,0.0019385115261765,\num{0.15880094679095672},\num{0.08051209970640501},\num{0.032462243812594986},\num{0.012755459513039363},\num{0.0047439258524151935},\num{0.001938511526176594},0.1247578715648637,0.0188548461477815,\num{0.1247578715648637},\num{0.018854846147781514},0.1229727398102093,\num{0.12297273981020937},0.0619899362095175,\num{0.06198993620951755}
Actor,\emoji{cross-mark},\num{0.0}\pm \num{0.0},\num{0.07652268}\pm \num{0.08982736},\num{0.0010713629}\pm \num{0.0054779933},\num{0.0034055777}\pm \num{0.010085894},\num{0.0002231542}\pm \num{0.0006928471},\num{0.00034366592}\pm \num{0.0013079755},0.0,0.0765226781368255,0.001071362872608,0.0034055777359753,0.0002231542021036,0.0003436659171711,\num{0.0},\num{0.07652268},\num{0.0010713629},\num{0.0034055777},\num{0.0002231542},\num{0.00034366592},0.0,0.0898273587226867,0.0054779932834208,0.0100858937948942,0.0006928471266292,0.001307975500822,\num{0.0},\num{0.08982736},\num{0.0054779933},\num{0.010085894},\num{0.0006928471},\num{0.0013079755},0.0,0.0192171838134527,\num{0},\num{0.019217184},0.0,\num{0.0},0.0573054943233728,\num{0.05730549432337284}
Airports: USA,\emoji{check-mark},\num{0.1959901237274291}\pm \num{0.1727043662551911},\num{0.030099259242845386}\pm \num{0.05039075643783647},\num{0.0066706280327052}\pm \num{0.031320317715542945},\num{0.003948154109802572}\pm \num{0.029320086506934576},\num{0.002856726320365005}\pm \num{0.028950242112092003},\num{0.002589833069996315}\pm \num{0.028935798292185646},0.1959901237274291,0.0300992592428453,0.0066706280327052,0.0039481541098025,0.002856726320365,0.0025898330699963,\num{0.1959901237274291},\num{0.030099259242845386},\num{0.0066706280327052},\num{0.003948154109802572},\num{0.002856726320365005},\num{0.002589833069996315},0.1727043662551911,0.0503907564378364,0.0313203177155429,0.0293200865069345,0.028950242112092,0.0289357982921856,\num{0.1727043662551911},\num{0.05039075643783647},\num{0.031320317715542945},\num{0.029320086506934576},\num{0.028950242112092003},\num{0.028935798292185646},0.0419191192737776,0.0104774855023974,\num{0.04191911927377761},\num{0.010477485502397497},0.1540710044536515,\num{0.1540710044536515},0.0196217737404478,\num{0.01962177374044789}
Airports: USA,\emoji{cross-mark},\num{0.0}\pm \num{0.0},\num{0.027469004}\pm \num{0.07061928},\num{0.0025302158}\pm \num{0.0056702974},\num{0.005394706}\pm \num{0.05793205},\num{0.0010487239}\pm \num{0.0018195437},\num{0.004253782}\pm \num{0.057852138},0.0,0.02746900357306,0.0025302157737314,0.0053947060368955,0.0010487239342182,0.0042537818662822,\num{0.0},\num{0.027469004},\num{0.0025302158},\num{0.005394706},\num{0.0010487239},\num{0.004253782},0.0,0.0706192776560783,0.0056702974252402,0.057932049036026,0.001819543656893,0.0578521378338336,\num{0.0},\num{0.07061928},\num{0.0056702974},\num{0.05793205},\num{0.0018195437},\num{0.057852138},0.0,0.0105884252116084,\num{0},\num{0.010588425},0.0,\num{0.0},0.0168805783614516,\num{0.016880578361451626}
Airports: Europe,\emoji{check-mark},\num{0.1127968389157385}\pm \num{0.12584871081947843},\num{0.019573940995356906}\pm \num{0.0232626164923049},\num{0.003585590264416338}\pm \num{0.0029240770163303244},\num{0.002877351629693407}\pm \num{0.0025988687535484292},\num{0.0025439362137917006}\pm \num{0.0025817930518544064},\num{0.002530843784662208}\pm \num{0.002596897444545265},0.1127968389157385,0.0195739409953569,0.0035855902644163,0.0028773516296934,0.0025439362137917,0.0025308437846622,\num{0.1127968389157385},\num{0.019573940995356906},\num{0.003585590264416338},\num{0.002877351629693407},\num{0.0025439362137917006},\num{0.002530843784662208},0.1258487108194784,0.0232626164923049,0.0029240770163303,0.0025988687535484,0.0025817930518544,0.0025968974445452,\num{0.12584871081947843},\num{0.0232626164923049},\num{0.0029240770163303244},\num{0.0025988687535484292},\num{0.0025817930518544064},\num{0.002596897444545265},0.0322163909540841,0.0140791460395696,\num{0.03221639095408417},\num{0.014079146039569697},0.0805804479616543,\num{0.08058044796165433},0.0054947949557872,\num{0.005494794955787209}
