,model,dataset,num_layers,self_loops,run,train_loss,train_acc,test_acc,time
24213,GCN,WebKB: Texas,6,True,2,0.9848607778549194,0.6232876712328768,0.5135135135135135,0.3606095314025879
24214,GCN,WebKB: Wisconsin,6,True,2,1.0391160249710083,0.5870646766169154,0.56,0.3186616897583008
24215,GCN,LastFMAsia,6,True,2,0.4595161974430084,0.8981800295130349,0.8767213114754099,0.5525033473968506
24216,GCN,Amazon-Ratings,6,True,2,1.3119922876358032,0.4353883841992447,0.4183340138832176,1.1259610652923584
24217,GCN,Roman-Empire,6,True,2,2.425534248352051,0.17865416436845,0.1714474845542806,0.6100296974182129
24218,GCN,Minesweeper,6,True,2,0.4684056937694549,0.803375,0.7865,0.5140597820281982
24219,GCN,Planetoid: Cora,6,True,3,0.2195867151021957,0.9256694367497692,0.8542435424354243,0.2753667831420898
24220,GCN,Planetoid: CiteSeer,6,True,3,0.3470367789268493,0.8631338162409454,0.7317073170731707,0.3206040859222412
24221,GCN,Planetoid: PubMed,6,True,3,0.4113013446331024,0.8524153670597185,0.8414912503170175,0.4173617362976074
24222,GCN,CitationFull: DBLP,6,True,3,0.3525332808494568,0.878007479009384,0.8537962178944397,0.6752688884735107
24223,GCN,Amazon: Computers,6,True,3,0.8098881840705872,0.7402802264080913,0.7405345211581291,2.250345230102539
24224,GCN,Amazon: Photo,6,True,3,0.4637371897697449,0.8779031187790312,0.8772395487723955,1.2444322109222412
24225,GCN,Coauthor: CS,6,True,3,0.2813004851341247,0.9203600163643804,0.9113716934824106,1.2023401260375977
24226,GCN,Wikipedia: Chameleon,6,True,3,1.2008479833602903,0.4923161361141602,0.4835164835164835,0.4715063571929931
24227,GCN,Wikipedia: Squirrel,6,True,3,1.487725019454956,0.3472722903148281,0.3423076923076923,1.9214367866516116
24228,GCN,Actor,6,True,3,1.5757352113723757,0.2529605263157894,0.2809210526315789,0.3043572902679443
24229,GCN,Airports: USA,6,True,3,0.949744462966919,0.6113445378151261,0.592436974789916,0.2884924411773681
24230,GCN,Airports: Europe,6,True,3,1.0777658224105835,0.5203761755485894,0.5375,0.635533332824707
24231,GCN,Airports: Brazil,6,True,3,0.9987531304359436,0.5428571428571428,0.4615384615384615,0.4347875118255615
24232,GCN,Twitch: DE,6,True,3,0.5967994332313538,0.6807054488023164,0.6757894736842105,1.0462019443511963
24233,GCN,Twitch: EN,6,True,3,0.645739734172821,0.6411155937554815,0.6049122807017544,0.3099124431610107
24234,GCN,Twitch: RU,6,True,3,0.5035837292671204,0.7542759407069556,0.7571265678449259,0.329146146774292
24235,GCN,WebKB: Cornell,6,True,3,0.9890478253364564,0.589041095890411,0.3243243243243243,0.6373522281646729
24236,GCN,WebKB: Texas,6,True,3,0.8541714549064636,0.7054794520547946,0.5405405405405406,0.738793134689331
24237,GCN,WebKB: Wisconsin,6,True,3,1.1642115116119385,0.6119402985074627,0.46,0.6382443904876709
24238,GCN,LastFMAsia,6,True,3,0.4660582840442657,0.8926053451385473,0.8813114754098361,0.2612738609313965
24239,GCN,Amazon-Ratings,6,True,3,1.329257845878601,0.4217617638052465,0.4173131890567578,0.7927961349487305
24240,GCN,Roman-Empire,6,True,3,2.429018497467041,0.1828461114175399,0.1807149161518093,0.4590225219726562
24241,GCN,Minesweeper,6,True,3,0.4735221862792969,0.799125,0.8035,0.5154776573181152
24242,GCN,Planetoid: Cora,6,True,4,0.2362132668495178,0.9219759926131116,0.8800738007380073,0.705775260925293
24243,GCN,Planetoid: CiteSeer,6,True,4,0.3535981178283691,0.8604651162790697,0.7454268292682927,0.6515095233917236
24244,GCN,Planetoid: PubMed,6,True,4,0.4207572638988495,0.8486750348675035,0.8511285822977428,0.6181378364562988
24245,GCN,CitationFull: DBLP,6,True,4,0.332063227891922,0.8797713963169407,0.8501270110076207,0.7714400291442871
24246,GCN,Amazon: Computers,6,True,4,0.8381247520446777,0.701586712443166,0.7178916109873794,2.1712000370025635
24247,GCN,Amazon: Photo,6,True,4,0.4226009845733642,0.8905109489051095,0.8918380889183809,1.3308172225952148
24248,GCN,Coauthor: CS,6,True,4,0.2913489639759063,0.9219964543842902,0.9083719661848922,1.2167251110076904
24249,GCN,Wikipedia: Chameleon,6,True,4,1.1647815704345703,0.5373216245883644,0.4527472527472527,0.5930466651916504
24250,GCN,Wikipedia: Squirrel,6,True,4,1.4814586639404297,0.3640951694304253,0.3153846153846154,1.2940542697906494
24251,GCN,Actor,6,True,4,1.5714023113250732,0.2638157894736842,0.2375,0.2974100112915039
24252,GCN,Airports: USA,6,True,4,0.9321532249450684,0.6901260504201681,0.7058823529411765,0.3162267208099365
24253,GCN,Airports: Europe,6,True,4,1.059956192970276,0.5235109717868338,0.425,0.62483811378479
24254,GCN,Airports: Brazil,6,True,4,1.0344104766845703,0.5714285714285714,0.4615384615384615,0.7405478954315186
24255,GCN,Twitch: DE,6,True,4,0.6173815131187439,0.6750460647538826,0.6589473684210526,1.5372233390808103
24256,GCN,Twitch: EN,6,True,4,0.6601492762565613,0.605332397824943,0.5642105263157895,0.4499499797821045
24257,GCN,Twitch: RU,6,True,4,0.5087934732437134,0.7545610034207526,0.7559863169897377,0.4696006774902344
24258,GCN,WebKB: Cornell,6,True,4,1.1158310174942017,0.4931506849315068,0.3513513513513513,0.527806282043457
24259,GCN,WebKB: Texas,6,True,4,1.1026419401168823,0.6575342465753424,0.5135135135135135,0.3861780166625976
24260,GCN,WebKB: Wisconsin,6,True,4,0.955176830291748,0.6019900497512438,0.48,0.2866084575653076
24261,GCN,LastFMAsia,6,True,4,0.4572395384311676,0.8981800295130349,0.8681967213114754,0.5944206714630127
24262,GCN,Amazon-Ratings,6,True,4,1.311872959136963,0.4295702766152904,0.4309922417313189,1.2662951946258545
24263,GCN,Roman-Empire,6,True,4,2.30580735206604,0.2212355212355212,0.2219770520741394,0.5744469165802002
24264,GCN,Minesweeper,6,True,4,0.4765299558639526,0.795875,0.8165,0.6023178100585938
24265,GCN,Planetoid: Cora,6,True,5,0.2152609229087829,0.9136657433056324,0.8542435424354243,0.729668378829956
24266,GCN,Planetoid: CiteSeer,6,True,5,0.3267683684825897,0.8654212733511246,0.7240853658536586,0.7995359897613525
24267,GCN,Planetoid: PubMed,6,True,5,0.405962735414505,0.8536832762774186,0.8463099163073802,0.6212437152862549
24268,GCN,CitationFull: DBLP,6,True,5,0.3597232103347778,0.8799830663938475,0.8608523849844765,0.7813575267791748
24269,GCN,Amazon: Computers,6,True,5,0.8286184072494507,0.767189384800965,0.7553823311061618,2.3786661624908447
24270,GCN,Amazon: Photo,6,True,5,0.5221002697944641,0.8135368281353683,0.7996018579960186,1.4393315315246582
24271,GCN,Coauthor: CS,6,True,5,0.3172529935836792,0.8864039274512477,0.8770111808017453,1.2915606498718262
24272,GCN,Wikipedia: Chameleon,6,True,5,1.1890769004821775,0.4835345773874863,0.4549450549450549,0.4784958362579345
24273,GCN,Wikipedia: Squirrel,6,True,5,1.477630853652954,0.3203556837298726,0.3326923076923077,1.316971778869629
24274,GCN,Actor,6,True,5,1.5717861652374268,0.2603618421052631,0.2513157894736842,0.5770156383514404
24275,GCN,Airports: USA,6,True,5,0.9024654626846312,0.6880252100840336,0.6554621848739496,0.3864564895629883
24276,GCN,Airports: Europe,6,True,5,1.0810270309448242,0.5015673981191222,0.375,0.5442543029785156
24277,GCN,Airports: Brazil,6,True,5,0.9812490344047546,0.5904761904761905,0.4615384615384615,0.4681265354156494
24278,GCN,Twitch: DE,6,True,5,0.5938775539398193,0.6799157673071861,0.6763157894736842,0.8654782772064209
24279,GCN,Twitch: EN,6,True,5,0.6031911373138428,0.6818102087353096,0.5957894736842105,0.3168308734893799
24280,GCN,Twitch: RU,6,True,5,0.5151659250259399,0.7588369441277081,0.7388825541619156,0.3200552463531494
24281,GCN,WebKB: Cornell,6,True,5,0.9583756923675536,0.5958904109589042,0.2972972972972973,0.3749864101409912
24282,GCN,WebKB: Texas,6,True,5,0.8457361459732056,0.6917808219178082,0.5405405405405406,0.4614849090576172
24283,GCN,WebKB: Wisconsin,6,True,5,0.8947755694389343,0.6119402985074627,0.44,0.6165847778320312
24284,GCN,LastFMAsia,6,True,5,0.4545882940292358,0.8930972290539433,0.8859016393442622,0.5798015594482422
